Review_Text,Review_Rating,Sentiment Class
YET ...... I have been wearing New Balance for decades .,4,Positive
These shoes cost much less than many of the running shoes available .,4,Positive
These are very nice shoes .,4,Positive
Quality is great,4,Positive
I like the shoe a lot .,4,Positive
Great price,4,Positive
Because of this after my first walk in these ( 3 miles at a brisk pace ) I developed some pain in my feet .,4,Negative
They 're great when coupled with stretching and rehab .,4,Positive
They looked great and fit great for me with very wide feet .,4,Positive
Once the shoe was broke in they 're great ,4,Positive
Very light shoe hopefully they will hold up .,4,Positive
The shoe lace system is also good .,4,Positive
I have been buying ASICS for years,4,Positive
I 'm loving this shoes .,4,Positive
great shoe love and service was great,4,Positive
I fell the Kinvara 4 is a better running shoe,4,Positive
Nice running shoe .,4,Positive
they seem to hold up so far3/4 times a week at the gym,4,Positive
I actually bought a second pair for non workout stuff .,4,Positive
Very soft and comfortable .,4,Positive
I like the color not easily soiled .,4,Positive
Fit great good price,4,Positive
There is a little tightness of the steel toe with the orthodic but expect that will go away as I break them in .,4,Negative
I ran my first full marathon in them and have no complaints,4,Positive
Although the material has lasted and hasn't failed it looks and feels like cheap quality .,4,Negative
Great shoe for the price .,4,Positive
and hardly feel any pain when running .,4,Negative
A plain but comfortable walking shoe .,4,Positive
The good news is that returning the original shoes was totally easy .,4,Positive
My son has wide feet but these fit him and he says they 're very comfortable .,4,Positive
Fits snug,4,Positive
I use them for long travels and light jogs and so far they are working great ,4,Positive
Been wearing the Classic 's for 20 years or more and I 'm always going back for the same comfort .. buy these for comfort  ,4,Positive
I 'd buy these again .,4,Positive
While I like these shoes very much,4,Positive
The arches feel weird but it does n't bother me .,4,Neutral
For some reason these shoes great at alleviating plantar fasciitis,4,Positive
I also find they are limited to middle distance but a great shoe for the price and I keep more expensive shoes for the long runs .,4,Positive
Too narrow,4,Negative
comfortable,,Positive
the shoe itself however is not ascetically pleasing in my opinion,4,Negative
They looked niced and felt cery comfortable when i used them to squat the one time i wore them .,4,Positive
I do n't notice any problem .,4,Positive
As far as running shoes gothese have been pretty good to me .,4,Positive
Good training shoe with enough support to wear every day .,4,Positive
Nice fitlook good and are comfortable,4,Positive
Surprised that I can order a pair of shoes online and have them fit and feel comfortable without trying them out .,4,Positive
The wife bought a pair of the Go Walk 2 's last year and really liked them .,4,Positive
Nice pair of running sneakers ,4,Positive
it 's lost some of its minimalist qualities .,4,Negative
Very comfortable runs a 1/2 size small,4,Positive
APPEARS TO BE A GOOD SHOE BT I THOUGHT THE FIT WAS SOMEWHAT SMALL SO I RETURNED IT . WAS UABLE TO GET MY SIZE IN THIS SHOE .,4,Negative
i have also purchased extra insoles only because i walk at work mostly on cement floor for about 10 hrs .,4,Positive
I bought the yellow colored from Amazon ( as my third ) because of the color,4,Positive
Once I wore the shoes for a few days the shipping squished - ness went away and the shoes are nice and comfy .,4,Positive
Fit a little snug .,4,Negative
Great fit I will enjoy wearing these .,4,Positive
The only 2 things that I can see need improvement : 1 ) the white souls on boost shoes ALWAYS get dirty and the dirt builds in between the cracks and are nearly impossible to clean completely .,4,Negative
Good looking shoe just not wide enough for me .,4,Neutral
Comfortable for everyday running,4,Positive
Nice shoe for the price,4,Positive
perfect for my next 5 K in 12 days ... love the color ... the heel is great for city running too ..,4,Positive
Not a running shoe not a hiker,4,Negative
I chose the black / easy blue color but it was more purple than black,4,Negative
these are good walking shoes as i am not a runner .,4,Positive
The New Balance are comfortable support well and light to wear .,4,Positive
They look nicea little small but not too bad .,4,Neutral
Shoe was to large and was a completely different color . Loved the picture and have many Adidas shoes but this one wore as a 12 instead of 11 .,4,Negative
I loved their light weight .,4,Positive
Shoe fits okay .,4,Positive
These are my first pair of trail running shoes .,4,Positive
I am more oriented to walking than to running and pleased with the performance and construction .,4,Positive
These r great love the color .,4,Positive
spinning and trademill and they worked perfect .,4,Positive
Very comfortable but I thought they would be a bit bigger .,4,Positive
Mizuno shoes are excellent ,4,Positive
I like this product .,4,Positive
but he says after a few wears they are fine now .,4,Positive
They were comfortable and I have no complaints .,4,Positive
If you like the memory foam feel in a shoe these are for you .,4,Positive
Light weightno blisters on initial usage as with some .. time will tell on useful life .,4,Positive
They are a bit small .,4,Negative
I just bought these shoes ( November 2015 ),4,Neutral
Great shoe at a great price .,4,Positive
Also I found they developed a smell,4,Negative
My NB 810 I fit right in,4,Positive
The other is the fact that my jump rope gets stuck in the tread a lot ,4,Negative
they fit like they are a half size smaller in width and the aggressive taper towards the big toe has my big toe rubbing against the shoe pretty good .,4,Negative
very comfortable and stable shoe,4,Positive
Extremely comfy shoes .,4,Positive
I have only had them for a week but so far they feel really good and look kinda cool .,4,Positive
Have had these shoes for 2 weeks and they feel great .,4,Positive
I size out at a 10but the 10.5 is what fit most comfortable in this model,4,Positive
It feels as though there is more support in this pair than my old one as well,4,Positive
Shoe is super comfortable ... They do run little bit short ... Have a question it shows made in China ...,4,Positive
I felt that the shoe needed better padding at the bottom .,4,Negative
This is my third pair of Sketcher 's and it was a hair too big unlike my other two pairs that fit fine .,4,Positive
nice shoe for the money,4,Positive
I highly recommend getting fitted for running shoes at your local running store or shoe store before blindly buying shoes that you plan on running in regularly,4,Positive
I love how it looks too .,4,Positive
I love these shoes ; they 're light and responsive,4,Positive
they could have been a little wider in the front toe area I did get a blister on second day of wearing them .,4,Negative
Great for the price .good fit,4,Positive
Good value for the price .,4,Positive
Love the overall feel of them .,4,Positive
I like the style .,4,Positive
soI am on my feet all day with them .,4,Positive
I wear this shoe for my running for about 1 month twice a week and half an hour each time .,4,Positive
Shoes are good - I just them for walking not for running . I recommend them for walking and not running .,4,Positive
Once I found the size of NB shoes for my feet they all seem to fit just fine .,4,Positive
comfortable shoes .,4,Positive
Order a 1/2 size larger than you wear .,4,Negative
The tongue folds a bit in on itself towards the sides and can be hard to manage,4,Negative
I figure if these shoes are good for runners,4,Positive
This is my second pair of Salomon shoes and they are comfortable and tough .,4,Positive
They fit greatgive great support,4,Positive
At forty bucks and underit 's worth a try .,4,Positive
but they seem a bit tighter than usual .,4,Negative
creating a hole in the side of the shoe at the bridge of the foot .,4,Negative
Great sneakers great price,4,Positive
They will probably be okay for casual wear .,4,Positive
the ARCH SUPPORT on these is almost non - existent,4,Negative
Very light and soft .,4,Positive
Very comfortable shoes,4,Positive
worth the money .,4,Positive
Outside of the shoe feels very durable which makes me happy knowing that we play in some wet and muddy conditions .,4,Positive
I wore some and feels good on my feet especially for a lot of walking .,4,Positive
I use to jog .. never try to wear it all day . Provides good cushioning,4,Positive
Shoes are very light but have little arch support .,4,Positive
The look of them is another place they really shine ,4,Positive
On August 72016I purchased these shoes again in a different color and 1/2 a size smaller .,4,Negative
Comfortable ..... great looking shoe,4,Positive
This is a good looking shoe that has great cushioning comfort & support .,4,Positive
I 've bought several pairs of Skechers walking shoes all have fit as expected .,4,Positive
Some people say they run small or big but I think they fit on point to my normal size .,4,Positive
By far one of the best running shoes I own .,4,Positive
These shoes are pretty awesome .,4,Positive
I have large big toe joints and the first couple days my right foot was feeling tight over the joint .,4,Negative
These look niceand are very comfortable .,4,Positive
A great value shoe  .,4,Positive
but very narrow,,Negative
So far they kick butt,4,Negative
They look great and they fit as expected .,4,Positive
look good,4,Positive
but I prefer the Asics .,4,Positive
Adidas is a good brand with a quality shoe,4,Positive
Very comfortable,4,Positive
price could have been a little less,4,Neutral
The fitting is nice although i have room left in the front portion .,4,Positive
Great neutral shoe,4,Positive
My husband is a pretty standard 12 in other new balance shoes,4,Positive
Only reason I gave it a 4 star is because they fit about a half size big .,4,Negative
They are very light with a fantastic gripping tread,4,Positive
They fit true to size with a very wide toe box .,4,Positive
It is more of a lightweight running shoe .,4,Positive
But they fit to big had to return it and get smaller ones .,4,Negative
Shoes are very comfortable and very light,4,Positive
I had surgery on one foot so they fit a little tight on that one but good on the other .,4,Neutral
They are light and great for interval training .,4,Positive
Well made ,4,Positive
but a bit narrow at the toe .,,Negative
Comfortable and fit just fine .,4,Positive
They are a replacement for an old pair .,4,Positive
I made him try them on for that kinda money they had better fit perfectly .,4,Positive
This shoe is a tad heavier than others I 've used but very comfortable for a walking hiking shoe,4,Positive
so I highly recommend these shoes for everyday wear or a university setting,4,Positive
First pair of skechers they fit great . We 'll see how durable they are .,4,Positive
They look real good and have a great feel .,4,Positive
sharp looking and happy,4,Positive
They are a little week in the arch support for me when I 'm walking at a fast pace but work well when I 'm jogging .,4,Negative
The shoes fit great .,4,Positive
the only thing is it comes a little small .,4,Negative
Asics should come out with more solid colors in wide sizes .,4,Positive
I am a huge Adidas fan and wear the brand all the time .,4,Positive
If the tongue were to be widened we would gladly give 5 stars .,4,Negative
I find them very comfortable to wear around the house .,4,Positive
i usually wear 11 in underarmour shoes . these were kind of tight when i got them and i thought about sending them back but did nt .,4,Negative
The only problem with the shoes is that they rubbed a blister on my big toe and that has NEVER happened before in my life,4,Negative
Very comfortable shoe .,4,Positive
The bottoms started coming off . 4 of 5 for a great shoe and lasting though cross training and running workouts .,4,Negative
Great running shoes . Have worn through several pairs training for marathons without issues .,4,Positive
as well as standing for several hours in them the other day and had no issues at all .,4,Positive
Nice and light weight .,4,Positive
I really like this shoe . I have worn a size 12 shoe for almost 30 years .,4,Positive
They fit great but I like the 30 better,4,Positive
I have a wide foot with a good arches - the support in the arch area is critical for my comfort and these have plenty of that .,4,Positive
good arch support which I really need in shoes and they are pretty comfortable .,4,Positive
and I would definitely recommend giving them a try .,4,Positive
I do like them very much,4,Positive
but think they are a little pricey just for the air max name .,,Negative
It fits very good however I think it is too rigid in my fit .,4,Positive
Good price .,4,Positive
( I used to wear a size 10.5 or 11 in the 587 but with a B width which worked out very well .,4,Positive
I chose this because they fit as expected This is all I have to say thanks for the great shoes,4,Positive
Very light and comfortable .,4,Positive
These shoes are the only ones I have found that do not hurt right out of the box .,4,Positive
Beautiful traditional style turf cleat .,4,Positive
love ASICS best shoes out there for the money,4,Positive
Great running shoe for the price,4,Positive
great pair of shoes for a good price,4,Positive
Fit is great,4,Positive
I wish you the best in luck in purchasing your Nike Flyknit 4.0 because not only do they come in great colors but they are extremely comfortable ,4,Positive
Fit great,4,Positive
Good comfortable shoe .,4,Positive
They still work well for shorter runs .,4,Positive
I use them as a young shoe as they are very stiff .,4,Negative
so I had that impression of ASICS in general,4,Positive
I am long time Asics loyalist but these shoes look cheap .,4,Negative
Excellent shoes for marathon training .,4,Positive
not a very quiet tread .,4,Negative
This is the best shoe I have found to be able to wear them for work and play all day .,4,Positive
Felt a little stiff when running with the first few times,4,Negative
Shoe looks great,4,Positive
These shoes are awesome .,4,Positive
but I gave them only four stars because they wear quite quickly .,4,Positive
Best shoes I found and have worn this model for years .,4,Positive
would recommend a different pair of shoe laces .,4,Positive
I am not disappointed with what I received .,4,Positive
I like buying them over anything Nike / Cult and they just feel better than any Nike I have ever owned over the past 3 - 4 decades .,4,Positive
very light and very bright ...,4,Positive
Usually wear Asics .,4,Positive
But overall was satisfied and would buy again,4,Positive
I read the reviews that said these shoes run small,4,Negative
As far as the rest of the shoe goes : this is definitely a LIGHTWEIGHT shoe,4,Positive
Very confortable Fresh shoes . I like it soft and excelent materials .,4,Positive
The soles may be a tad stiff ... not terrible .,4,Negative
So if you do n't want to feel the road do n't buy these .,4,Negative
Great shoes very comfortable and light,4,Positive
but overall a great shoe and you ca n't go wrong with it for your training needs .,4,Positive
Shoe was very comfortable ,4,Positive
it was to narrow for my foot .,,Negative
Every stride provides comfort cushion and security .,4,Positive
My feet prefer Saucony .,4,Positive
They fit perfectly .,4,Positive
I love new balance shoes .,4,Positive
I use these shoes for work .,4,Positive
Comfortable during my runs .,4,Positive
Very comfortable .,4,Positive
I especially like them because of the generous foam gor a soft ride .,4,Positive
10.5 ; 4E. Only complaint is the color of the stripes are not white they are silver .,4,Negative
I did n't want to waste time sending them back so I kept them,4,Negative
Great overall basketball shoes but ankle support is not that supportive .,4,Neutral
Look sturdy like they will hold up .,4,Positive
Good running shoes . easily wearable on 2 hour runs,4,Positive
no blisters or squishing of my toes - they did not hurt .,4,Positive
Overall a great running shoe ,4,Positive
just great looking shoes .,4,Positive
They are very breathable and actually drain pretty well .,4,Positive
Good looking shoe but buy a size smaller .,4,Positive
would have liked the shoe a little bit wider .,4,Negative
"They would not be my choice for running or athletic training ... thus I take issue with calling them "" running shoes "" .",4,Negative
great running shoe for those who need more heel support,4,Positive
They are light and provide support to the foot than no other brand does ..,4,Positive
I like the style of shoe,4,Positive
The foam sole is completely dead and flat,4,Negative
Good running shoe for the money .,4,Positive
ApparentlyI missed Surveyor 4 .,4,Positive
I believe that comes from the added plastic / leather thst supports the form of the shoe from previous incarnations .,4,Positive
Really like these shoes .,4,Positive
Ca n't speak to longevity yet as I just got them but give real nice heel support too .,4,Positive
but I like it,4,Positive
My Husband eventually loved it :) I am happy,4,Positive
Very Comfortable - I have been wearing them to work for almost the whole week and found them to be pretty good .,4,Positive
I should 've gotten a size or two bigger .,4,Negative
These shoes a very comfortable,4,Positive
and the back of the shoe is already broken and squashed down terribly .,4,Negative
Have several UA shoes,4,Neutral
Nice pair of shoes as expected,4,Positive
very comfortable running shoe and for a good price,4,Positive
The fit is fine .,4,Positive
Super light weight and very comfortable .,4,Positive
VERY COMFORTABLE - Works well - fits well - easy to order - shipped on time - lasts well - well priced -,4,Positive
It was a little tight but I put my shoe stretchers in them for a day and now they feel great .,4,Positive
These shoes are great ,4,Positive
Excellent cushion and flex .,4,Positive
Have been using this shoe for a little less than forever with good results,4,Positive
Very light weight but nowhere near the full cushion support of my Nike Vomero ... but they were less than 1/2 the cost .,4,Negative
I do nt use these shoes for extensive running but they are comftable enough to wear throught the day .,4,Positive
Nice sneaker boot .,4,Positive
Feel a little stiffand they seem a little smaller / narrower than other Saucony shoes i 've purchased ( such as the Xodus model ),4,Negative
These are great shoes though they could supply a bit more sole cushioning .,4,Positive
Traction is very good .,4,Positive
I wish they had a wider width but it fit as expected which I 'm happy about,4,Positive
Sneakers look great on my son and shipped as expected .,4,Positive
May want to go a half size down if you prefer a snug fit .,4,Negative
I really like the design and colors of the shoevery comfortable whether I 'm walking or running .,4,Positive
Will try it out at the courses over the next few weeks to see how it performs but right now generally like the looks .,4,Positive
nice sneaker fit as expected 100%,4,Positive
Really surprised Nike came out with a wide width shoe .,4,Positive
They are a bit larger feeling the the 17 's .,4,Negative
They run narrowso be sure to order wide width otherwise there great ,4,Positive
Right Shoe slightly larger than Left for some reason .,4,Negative
and comfortable ( with my noted exceptions ) .,4,Positive
Just had them for a week thus far they are very comfortable and wear great .,4,Positive
The size is a little bit tight ,4,Negative
besides that great shoe,,Positive
Just wish they were available in wide sizes .,4,Negative
but still a great shoe .,4,Positive
He still wears them almost everyday and they look great even after being washed a dozen times .,4,Positive
Great shoe at a price below $ 14,4,Positive
I previously wore the Nike Air Pegasus 28 's and 29 's,4,Neutral
after reading some reviews about noted inconsistencies in New Balance sizing .,4,Negative
I lke very nice very comfortable,4,Positive
They 've worn well .,4,Negative
Comfortable,4,Positive
Great shoes,4,Positive
stability is always consistent,4,Positive
Good for joggingwhich is for what I use them .,4,Positive
Great price ,4,Positive
Comfylightresponsiveand supportive shoe for larger folk with overpronation .,4,Positive
Style is not all appealing nor does it match my clothing but it is one that fits me and that 's more important than looks .,4,Positive
Once that was accomplished they 've gone back to being the best running shoes ever made IMHO .,4,Positive
Nice shoe and good fit -,4,Positive
Pretty nice running shoes .,4,Positive
I hope they continue the quality of their shoes .,4,Positive
so I decided to go ahead and order 10.5 for this order based on that review and I 'm glad I did,4,Positive
but overall a good shoe .,4,Positive
great support,4,Positive
I would use these more for terrain than straight road running .,4,Positive
This seems tight,4,Negative
the shoe is still comfortable .,,Positive
Good shoe for the money .,4,Positive
Good quality . Fits as expected .,4,Positive
Very nice wide and very comfortable,4,Positive
Great shoes,4,Positive
Lightweightcomfortablesize was good and they look really cool .,4,Positive
I stand for 12 hours a day and my feet feel great when I wear these,4,Positive
Very good shoe .,4,Positive
Shoes feel great .,4,Positive
Amazon was great with the exchange process ( of course ) and now I am sitting happily in the 13EE .,4,Positive
"Having a little bit of heel "" slippage "" but a great shoe overall ",4,Positive
Comfortable shoes,4,Positive
I used it for a Spartan race and it was great until I got into water,4,Positive
but they run a bit small .,4,Negative
Would have given these 5 stars but the shoe laces broke in the first week because of a bur in an eyelet .,4,Negative
Very comfortable for all day ware .,4,Positive
Other than thatthey are really light and good for running .,4,Positive
This shoe is strong fits well,4,Positive
The shoe also looses its cushion in the ball of the foot as well,4,Negative
Not comfortable .,4,Negative
I would recommend this product .,4,Positive
That Annoying Strap Across the Shoe Is A Headache ...,4,Negative
Mizuno makes great running shoes ,4,Positive
If you are thinking about purchasing I recommend them .,4,Positive
I bought these shoes for my husband .,4,Positive
Love these shoeshowever I think the sole is a little too high which makes balancing on the workout balls at the gym difficult .,4,Negative
Very comfortable shoe . I wear a 9 in Nikes and Asics .,4,Positive
Other than that- Great price with a little style .,4,Positive
the only cons is due to your foot it will be a little tight in the front,4,Negative
As expectedon time and fits perfect . AMAZON ROCKS  ,5,Positive
Not the best shoe in wet conditions though .,5,Negative
good fit and long lasting .,5,Positive
Love themvery comfortable for walking and what ever you dowill get another pair soon,5,Positive
Good shoes fit me just right .,5,Positive
Great shoes .,5,Positive
comfortable stylish sneaker . seems to be holding up quite well also,5,Positive
Very comfortable neutral color and style goes with most outfits,5,Positive
First time getting ASICS shoe and I was very pleased with what I got .,5,Positive
My Husband LOVES these shoes  ,5,Positive
My son was SO happy .,5,Positive
Quite comfortable .,5,Positive
They 're super cute and are comfy and light for running .,5,Positive
I 've run in this model for years ... also wearing Brooks on and off .,5,Positive
These are very comfortable .,5,Positive
and noticed the soles also needing more support .,5,Negative
Great support and look .,5,Positive
I purchased the black colored Stan Smith tennis shoe for two reasons : ( 1 ) I wore Stan Smith ’s playing tennis for 20 years,5,Positive
Great shoe for running and working out .,5,Positive
My feet stay cool and they do n't get fatigued when I 'm in these shoes all day .,5,Positive
Great shoes ca n't wait to wear them,5,Positive
Very light shoes and great value for money .,5,Positive
Perfect fitting and comfortable,5,Positive
The product is really nice,5,Positive
Plus they look cute . I 'll be purchasing another pair .,5,Positive
I love these shoes ..,5,Positive
The only negative thing I can say about them is that while running it sort of felt like the shoe was a tad bit heavy .,5,Negative
Look better than expected .,5,Positive
I love my Komen pink running shoes,5,Positive
Best sneakers ever,5,Positive
Awesome stile . light weight .,5,Positive
Comfort : these shoes are without a doubt,5,Positive
Saucony is my brand of choice .,5,Positive
I really love these .,5,Positive
"You should never have to "" break in "" shoes just because you have wide feet .",5,Positive
My favorite shoes,5,Positive
I love these shoes . I walk six miles a day on pavement for exercise and this is my shoe of choice .,5,Positive
Mizuno has been and continues to be my favorite shoe company .,5,Positive
They fit great and as I expected and have great traction but feel nearly invisible .,5,Positive
I bought these shoes so I could have a confortable pair of shoes for when I was n't running or working .,5,Positive
Nice shoes so far ,5,Positive
Based on thatand some reviews hereI was a little nervous about getting a 12 in these shoes .,5,Negative
but these fit well and feel good when spending a lot of time on my feet .,5,Positive
They slip on easily and they are not tighteven though I have an issue with my feet swelling due to some health issues .,5,Positive
I 'm considering ordering another pair as a back - up .,5,Positive
Great running shoesI have bought ASICS Men 's Gel Nimbus Running Shoes for the past four years .,5,Positive
Looks great,5,Positive
This is by far the most comfortable shoe on the market . I wear mine for long endurance walks(up to 3 miles ) and,5,Positive
I have no doubt that these shoes will endure through the most strenuous of Endeavour 's ,5,Positive
I wear these every single day .,5,Positive
comfortable and light ; color is ok .,5,Positive
Great comfort support .,5,Positive
Very good build very comfortable and feel that this will last long ...,5,Positive
Very comfortable .,5,Positive
Great shoe .,5,Positive
The width is perfect on these tennis shoes very comfortable and very happy to wear them .,5,Positive
the ASICS brand has now become my exclusive choice .,5,Positive
Came from a pair of Nike and these are great for running .,5,Positive
This shoe is great,5,Positive
What an upgradethese shoes make life so much better ,5,Positive
MAKE SURE YOU STUDY YOUR FEET FIRST AND CHOOSE ,5,Positive
Great running shoe .,5,Positive
Fits perfect,5,Positive
Nice shoes for the price,5,Positive
I love the shoe Fits great and feels comfortable  ,5,Positive
Went up half a size over normal .,5,Positive
Asics are great - started wearing them during training for a marathon 15 years ago and have worn them ever since .,5,Positive
I 've been wearing them for a few months and get more pleased with them each time I run .,5,Positive
half size larger but still tight ) which I do n't like but am trying to wear - in,5,Negative
I 'm having fun running with it on .,5,Positive
Great light and comfortable shoes,5,Positive
It was wonderful to find some shoes that fit and are readily available .,5,Positive
These are wide enough not to cramp your toes .,5,Positive
Very comfortable .,5,Positive
4th pair of these very lightweight shoes with great arch support and neutral frame for supination .,5,Positive
a gift for my grandson and he loves them says they are comfortable,5,Positive
I ran a Mud Run race in these shoes and they worked great .,5,Positive
I highly recommended to her to get a pair of ASIC Gel .,5,Positive
These are the most comfortable gym shoes I have ever worn .,5,Positive
So comfortable for jogging and around the house .,5,Positive
These shoes seem to last forever and are comfortable for both running and normal walking around .,5,Positive
Excellent comfortable lightweight shoe ,5,Positive
Good running shoe . Fits my feet well .,5,Positive
I would happily buy them again .,5,Positive
Great cushioning and stability .,5,Positive
Very comfortable shoes . I 'd buy these again in a heartbeat .,5,Positive
This is probably because I over pronate late in race when I get tired .,5,Positive
Very comfortablefit and cushion is good . I 'm not using them as running shoes,5,Positive
Amazing shoes to walk . I can recommend ..,5,Positive
By the reviews I was nervous but now I ’m so glad I bought them ,5,Positive
Great shoes did my first 50k trail run with them amazing every one that what s to run outdoor great shoes,5,Positive
I basically wanted these sneakers due to seeing practically everyone at the 2016 Rio Olympics wear them ( the athletes ) .,5,Positive
walking around the house they seem to be good .,5,Positive
Received the item in the time I was promised .,5,Positive
The run felt great .,5,Positive
Hard to find 6E in size 16 but these work great .,5,Positive
Love thesevery comfortable shoe,5,Positive
he has worn them for years .,5,Positive
I get 6 to 8 months wear out of 1 pair of these shoes .,5,Positive
I 've ran with Mizuno Prophecy 3 's for this last 2 years but both the outside of the soul began to deteriorate after 7 months use .,5,Negative
Thank you Amazon  ,5,Positive
and needed a pair of shoes that were black / white ),5,Neutral
I still have them and wear them to the gym and work though I do n't run in them anymore .,5,Negative
I highly recommend these if your looking for something breathable and light - weight with a solid sole .,5,Positive
These shoes are even nicer and better than I expected     ,5,Positive
And for the price this was an amazing find .,5,Positive
over - pronate -- this shoe is worth a serious look .,5,Positive
Perfect fit . I have medium width feet so the 8.5 fit like a glove .,5,Positive
Good firm support .,5,Positive
Very comfortable right out of the box .,5,Positive
Greatvery comfortable shoes .,5,Positive
In factI have worn them so much that I have almost worn them out .,5,Positive
The fit is comfortable throughout entire shoe,5,Positive
I got these because I wanted to start running to lose weight but I wanted something that would be super cushioned because of the weight I 'm carrying around .,5,Positive
Great Shoe extremely comfortable I suggest buying a size down,5,Positive
Very comfortable .,5,Positive
Bought these for my son because Size 15 's are hard to get a good selection on .,5,Positive
It is super comfortable .,5,Positive
I have very wide and very flathard to fit feet .,5,Positive
Great shoe and great fit .,5,Positive
great shoes no bs,5,Positive
Comfortable and fit as expected,5,Positive
new balance is my go to shoe i have a 4e wide foot and I can always find the size and a style i like i use these all terrains for golf works perfectly,5,Positive
We now have a collection of these exceptionally well - made and comfortable shoes .,5,Positive
A very nice looking sneaker .,5,Positive
Mizuno has done an excellent job with the shoes,5,Positive
Howeverthese fit slightly tightmainly because I have flat feet .,5,Positive
Very attractiveparticularly if your a Syracuse Orangeman fan .,5,Positive
He wears them every day and appreciates their good wearability .,5,Positive
I was surprised how comfortable they fit I 'm definitely looking to get some more in different colors ..,5,Positive
Maybe they are the kind and I 'm just getting old,5,Positive
these shoes are great I love them they are comfortable and fit good they also look modern and cool .,5,Positive
I was looking for trail runners,5,Positive
Just got these shoes yesterday and I think I finally have a winner . Seem to be really solidly built,5,Positive
They are light weight and very comfortable to wear .,5,Positive
My dad was very happy with his original pair I had to order him 2 more pairs .,5,Positive
I was absolutely happy with my choice,5,Positive
The colors are vibrant and the shoe looks really good in person .,5,Positive
I hope the shoes are still offered when I need a new pair,5,Positive
great sneaker ... great seller,5,Positive
These shoes are great with the reinforced toe and the soles are n't to thin or thick .,5,Positive
I have feet problems and these are some of the best feeling shoes I have put on my feet .,5,Positive
Got the shoes in a timely manner as well .,5,Positive
Great shoe ; daughter loves it .,5,Positive
BUT I can already tell that they 're going to be excellent once I get out on trails in them .,5,Positive
Highly recommend,5,Positive
Fit nicely and look even better once you put them one .,5,Positive
These are very light comfortable shoes - probably the nicest pair I have owned to date .,5,Positive
Very comfortable shoes that provide good support and stability .,5,Positive
Not as much arch support like the adidas supernova but good enough .,5,Positive
They 're probably one of the most comfortable shoes I 've ever worn .,5,Positive
These shoes are comfy and airy and pretty much the best gym shoe I 've owned in a while .,5,Positive
All in allthe Omni series are very comfortable shoes that provide the support and cushioning I need .,5,Positive
I have four pair .,5,Neutral
Nike Vomero shoes are some of the most comfortable shoes you can were for running or just walking around town .,5,Positive
light wheight,5,Positive
Truly super comfortable shoes .,5,Positive
I just might get another colour,5,Positive
but still look and feel great for casual use .,5,Positive
When I purchased these I got a size 12 and they 're fantastic like clouds for my feet love them .,5,Positive
After buying and wearing high - end athletic shoes suggested to me but which we 're actually WRONG for my feet ( I under - pronate ),5,Negative
I 've bought these before and really like them . I 've taken them to Disney World and done some serious walking in them and after several hours and miles worth of walking my feet did n't get sore compared to other shoes I 've worn all thanks to the memory foam soles .,5,Positive
Light and comfortable .,5,Positive
My husband loves this shoes .,5,Positive
Comfortable and supportive,5,Positive
A great stability shoe for long distance training . I have owned many pairs of Asics over the years without disappointment .,5,Positive
Everything i was expecting .,5,Positive
Love these shoes,5,Positive
Most comfortable shoes I 've ever worn,5,Positive
They run a little big .. I 'm always an 8 in women 's & I took a 7 .. otherwise they 're super durable & great trail running shoes .. they are n't exactly light but otherwise great quality .,5,Positive
gREAT SHOES SO COMFORTABLE so light will buy more colors,5,Positive
Works for trail running or pavement .,5,Positive
They provide very good arch support ( a big factor for me personally ) and are really comfortable .,5,Positive
I 'm not sure they are good for working ( the mesh around the toes did n't last long ) the only reason I give lower stars is because I feel like the mesh on top should be more sturdy .,5,Negative
I like this sneakers both for generally walking around and for their intended purpose - running in loose trail terrain ( sand & mud ) .,5,Positive
Very comfortable .,5,Positive
Fast shipping n Nice item too,5,Positive
The cushion on the lateral and medial aspect of the shoe is a little high when you first use them,5,Neutral
Been using them a lot recently and they 're pretty awesome  ,5,Positive
I m a 7 and the size fit me great .,5,Positive
I needed a pair of running shoes that would help with my knee pain .,5,Positive
Good fit and good quality .,5,Positive
Based on reviews of the past few models,5,Positive
These are the most comfortable running shoes I 've owned .,5,Positive
My son said they are comfy and look good,5,Positive
I have 4 other pairs of Saucony shoes in my normal size of 7 .,5,Positive
Souls are nice and thick and the mesh fabric is really breathable .,5,Positive
glad you had my size and will buy again if you have them in stock once these wear out . thank you .,5,Positive
The shoe was true to size and is a very light shoe .,5,Positive
My husband has high arches and is hard to fit .,5,Negative
A lot of the guys in his unit wear themjust in different colors .,5,Positive
Running Shoe completely can be competent for this role,5,Positive
A super comfortable shoe . Swotching to Asic from New Balance .,5,Positive
very comfortable,5,Positive
and definitely worth the price,5,Positive
Great shoe at a great price I use them for my longer training runs .,5,Positive
there is about an inch of room at the toe .,5,Positive
They are sturdydurable and most important comfortable .,5,Positive
The most comfortable shoes I 've had in a while . I was a bit concerned when I first bought them but once I put them on I realized I had gotten a great deal ,5,Positive
Great shoes for a great price ,5,Positive
This pair of shoes provide a comfortable fit .,5,Positive
perfect fit and lightweight,5,Positive
It seems well made and will be suitable for the warm weather .,5,Positive
Very comfortable and durable .,5,Positive
It 's the perfect shoe for the moderate over - pronator who still wants a nimble shoe .,5,Positive
They offer great support .,5,Positive
supportive and the quick lacing was very useful to tighten things up when going downhill and loosening them on the uphill .,5,Positive
